Latitude (decimal degrees):	48.777
Longitude (decimal degrees):	9.179
Elevation (m):	253
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	30.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0510,0.0,0.0,0.0,-3.76,2.07,0.0
20230119:0610,0.0,0.0,0.0,-3.86,2.14,0.0
20230119:0710,0.0,0.0,0.0,-4.34,2.21,0.0
20230119:0810,4099.2,164.54,7.45,-3.92,2.07,0.0
20230119:0910,3298.8,136.14,13.89,-2.31,2.14,0.0
20230119:1010,3417.0,141.53,18.44,-0.83,2.62,0.0
20230119:1110,2488.8,108.44,20.69,0.03,3.31,0.0
20230119:1210,1693.2,79.01,20.38,0.62,3.72,0.0
20230119:1310,731.7,41.34,17.56,0.74,3.38,0.0
20230119:1410,472.2,30.32,12.52,0.73,2.83,0.0
20230119:1510,161.4,15.62,5.7,0.14,1.93,0.0
20230119:1610,0.0,0.0,0.0,-0.81,1.59,0.0
20230119:1710,0.0,0.0,0.0,-1.73,1.38,0.0
20230119:1810,0.0,0.0,0.0,-2.53,1.1,0.0
20230119:1910,0.0,0.0,0.0,-3.5,1.24,0.0
20230119:2010,0.0,0.0,0.0,-3.15,1.17,0.0
20230119:2110,0.0,0.0,0.0,-3.41,1.1,0.0
20230119:2210,0.0,0.0,0.0,-3.23,0.97,0.0
20230119:2310,0.0,0.0,0.0,-3.33,0.97,0.0
20230120:0010,0.0,0.0,0.0,-3.06,0.9,0.0
20230120:0110,0.0,0.0,0.0,-2.89,0.83,0.0
20230120:0210,0.0,0.0,0.0,-2.92,0.9,0.0
20230120:0310,0.0,0.0,0.0,-2.75,0.83,0.0
20230120:0410,0.0,0.0,0.0,-2.71,0.9,0.0
20230120:0510,0.0,0.0,0.0,-2.85,0.83,0.0
20230120:0610,0.0,0.0,0.0,-2.9,0.76,0.0
20230120:0710,0.0,0.0,0.0,-3.66,0.83,0.0
20230120:0810,791.1,43.18,7.6,-3.22,0.9,0.0
20230120:0910,4394.7,176.06,14.06,-1.59,0.9,0.0
20230120:1010,6054.6,237.0,18.63,-0.35,0.9,0.0
20230120:1110,15981.6,614.57,20.9,0.75,1.24,0.0
20230120:1210,3644.7,151.5,20.6,1.27,1.45,0.0
20230120:1310,976.2,51.45,17.79,1.42,1.72,0.0
20230120:1410,1990.5,90.3,12.74,1.25,1.79,0.0
20230120:1510,530.1,32.91,5.91,0.77,1.38,0.0
20230120:1610,0.0,0.0,0.0,-0.08,1.17,0.0
20230120:1710,0.0,0.0,0.0,-0.57,0.62,0.0
20230120:1810,0.0,0.0,0.0,-0.96,0.55,0.0
20230120:1910,0.0,0.0,0.0,-3.26,1.24,0.0
20230120:2010,0.0,0.0,0.0,-3.51,1.17,0.0
20230120:2110,0.0,0.0,0.0,-3.4,1.1,0.0
20230120:2210,0.0,0.0,0.0,-3.44,1.1,0.0
20230120:2310,0.0,0.0,0.0,-3.59,1.1,0.0
20230121:0010,0.0,0.0,0.0,-3.8,1.17,0.0
20230121:0110,0.0,0.0,0.0,-3.84,1.03,0.0
20230121:0210,0.0,0.0,0.0,-4.22,1.1,0.0
20230121:0310,0.0,0.0,0.0,-4.74,1.45,0.0
20230121:0410,0.0,0.0,0.0,-5.13,1.66,0.0
20230121:0510,0.0,0.0,0.0,-4.86,1.52,0.0
20230121:0610,0.0,0.0,0.0,-4.72,1.59,0.0
20230121:0710,0.0,0.0,0.0,-4.64,1.72,0.0
20230121:0810,377.4,25.73,7.75,-3.28,2.69,0.0
20230121:0910,2721.6,115.35,14.23,-2.45,3.38,0.0
20230121:1010,1615.5,75.34,18.83,-1.9,3.52,0.0
20230121:1110,1464.9,69.83,21.11,-1.21,3.66,0.0
20230121:1210,1200.0,59.72,20.83,-0.87,4.07,0.0
20230121:1310,1153.2,57.88,18.02,-0.96,4.14,0.0
20230121:1410,1083.6,55.13,12.97,-1.14,3.93,0.0
20230121:1510,255.3,20.21,6.14,-1.59,3.24,0.0
20230121:1610,0.0,0.0,0.0,-2.04,2.83,0.0
20230121:1710,0.0,0.0,0.0,-2.27,2.69,0.0
20230121:1810,0.0,0.0,0.0,-2.53,2.55,0.0
20230121:1910,0.0,0.0,0.0,-2.48,2.41,0.0
20230121:2010,0.0,0.0,0.0,-2.53,2.55,0.0
20230121:2110,0.0,0.0,0.0,-2.48,2.48,0.0
20230121:2210,0.0,0.0,0.0,-2.47,2.48,0.0
20230121:2310,0.0,0.0,0.0,-2.69,2.34,0.0
20230122:0010,0.0,0.0,0.0,-2.69,2.55,0.0
20230122:0110,0.0,0.0,0.0,-2.6,2.55,0.0
20230122:0210,0.0,0.0,0.0,-2.42,2.41,0.0
20230122:0310,0.0,0.0,0.0,-2.29,1.93,0.0
20230122:0410,0.0,0.0,0.0,-2.19,1.86,0.0
20230122:0510,0.0,0.0,0.0,-2.17,1.72,0.0
20230122:0610,0.0,0.0,0.0,-2.12,1.52,0.0
20230122:0710,0.0,0.0,0.0,-2.18,1.24,0.0
20230122:0810,478.8,30.32,7.91,-2.06,1.1,0.0
20230122:0910,1622.1,75.77,14.41,-1.47,1.45,0.0
20230122:1010,1011.0,52.37,19.03,-1.01,1.52,0.0
20230122:1110,1505.1,71.66,21.33,-0.45,1.86,0.0
20230122:1210,1383.3,67.07,21.06,-0.13,1.93,0.0
20230122:1310,1052.7,54.21,18.25,0.04,2.14,0.0
20230122:1410,733.5,41.34,13.2,0.13,2.0,0.0
20230122:1510,94.8,11.94,6.36,-0.26,1.45,0.0
20230122:1610,0.0,0.0,0.0,-1.14,1.59,0.0
20230122:1710,0.0,0.0,0.0,-1.52,1.59,0.0
20230122:1810,0.0,0.0,0.0,-2.12,1.59,0.0
20230122:1910,0.0,0.0,0.0,-2.56,1.45,0.0
20230122:2010,0.0,0.0,0.0,-2.64,1.24,0.0
20230122:2110,0.0,0.0,0.0,-2.86,1.31,0.0
20230122:2210,0.0,0.0,0.0,-3.54,1.45,0.0
20230122:2310,0.0,0.0,0.0,-3.56,1.52,0.0
20230123:0010,0.0,0.0,0.0,-2.88,1.45,0.0
20230123:0110,0.0,0.0,0.0,-2.42,1.66,0.0
20230123:0210,0.0,0.0,0.0,-2.56,1.79,0.0
20230123:0310,0.0,0.0,0.0,-2.31,2.41,0.0
20230123:0410,0.0,0.0,0.0,-2.3,2.28,0.0
20230123:0510,0.0,0.0,0.0,-2.3,2.14,0.0
20230123:0610,0.0,0.0,0.0,-2.26,2.28,0.0
20230123:0710,0.0,0.0,0.0,-2.34,2.62,0.0
20230123:0810,4979.7,197.05,8.07,-2.22,2.55,0.0
20230123:0910,7724.1,292.63,14.6,-1.92,2.9,0.0
20230123:1010,1249.8,61.56,19.24,-1.4,3.1,0.0
20230123:1110,2594.1,112.03,21.56,-0.61,3.31,0.0
20230123:1210,5178.6,204.87,21.3,0.23,3.52,0.0
20230123:1310,4467.6,179.64,18.49,0.77,3.66,0.0
20230123:1410,3185.7,133.64,13.44,1.21,3.79,0.0
20230123:1510,2924.7,125.51,6.59,1.28,3.38,0.0
20230123:1610,0.0,0.0,0.0,1.07,3.17,0.0
20230123:1710,0.0,0.0,0.0,0.82,3.17,0.0
20230123:1810,0.0,0.0,0.0,0.65,3.31,0.0
20230123:1910,0.0,0.0,0.0,0.6,3.66,0.0
20230123:2010,0.0,0.0,0.0,0.69,3.59,0.0
20230123:2110,0.0,0.0,0.0,0.62,3.45,0.0
20230123:2210,0.0,0.0,0.0,0.56,3.24,0.0
20230123:2310,0.0,0.0,0.0,0.5,3.1,0.0
20230124:0010,0.0,0.0,0.0,0.52,2.97,0.0
20230124:0110,0.0,0.0,0.0,0.52,2.83,0.0
20230124:0210,0.0,0.0,0.0,0.51,2.76,0.0
20230124:0310,0.0,0.0,0.0,0.52,2.76,0.0
20230124:0410,0.0,0.0,0.0,0.43,2.83,0.0
20230124:0510,0.0,0.0,0.0,0.49,2.9,0.0
20230124:0610,0.0,0.0,0.0,0.43,2.83,0.0
20230124:0710,0.0,0.0,0.0,0.44,2.34,0.0
20230124:0810,1468.8,70.45,8.24,0.71,2.55,0.0
20230124:0910,1931.7,88.09,14.79,1.03,2.41,0.0
20230124:1010,1490.4,71.66,19.45,1.83,3.1,0.0
20230124:1110,2039.7,92.79,21.79,2.47,3.03,0.0
20230124:1210,1791.9,83.61,21.54,3.1,3.03,0.0
20230124:1310,1313.4,65.23,18.74,3.52,3.03,0.0
20230124:1410,1196.4,60.64,13.68,3.57,3.03,0.0
20230124:1510,344.4,24.81,6.83,3.35,2.9,0.0
20230124:1610,0.0,0.0,0.0,2.88,2.76,0.0
20230124:1710,0.0,0.0,0.0,2.32,2.55,0.0
20230124:1810,0.0,0.0,0.0,1.93,2.34,0.0
20230124:1910,0.0,0.0,0.0,1.21,1.86,0.0
20230124:2010,0.0,0.0,0.0,1.05,1.79,0.0
20230124:2110,0.0,0.0,0.0,0.97,1.79,0.0
20230124:2210,0.0,0.0,0.0,0.88,1.72,0.0
20230124:2310,0.0,0.0,0.0,0.69,1.59,0.0
20230125:0010,0.0,0.0,0.0,0.64,1.52,0.0
20230125:0110,0.0,0.0,0.0,0.39,1.52,0.0
20230125:0210,0.0,0.0,0.0,0.05,1.59,0.0
20230125:0310,0.0,0.0,0.0,-0.18,1.59,0.0
20230125:0410,0.0,0.0,0.0,-0.12,1.52,0.0
20230125:0510,0.0,0.0,0.0,-0.25,1.52,0.0
20230125:0610,0.0,0.0,0.0,-0.04,1.52,0.0
20230125:0710,0.0,0.0,0.0,-0.23,1.24,0.0
20230125:0810,1010.4,52.46,8.42,-0.24,1.31,0.0
20230125:0910,1048.8,54.21,14.99,0.75,1.93,0.0
20230125:1010,999.6,52.37,19.68,1.35,1.79,0.0
20230125:1110,1136.4,57.88,22.03,1.66,1.72,0.0
20230125:1210,1017.9,53.29,21.79,2.28,1.79,0.0
20230125:1310,947.4,50.53,18.99,2.69,1.93,0.0
20230125:1410,790.2,44.1,13.93,2.67,1.66,0.0
20230125:1510,287.4,22.05,7.07,2.44,1.24,0.0
20230125:1610,0.0,0.0,0.0,2.02,0.97,0.0
20230125:1710,0.0,0.0,0.0,1.47,0.97,0.0
20230125:1810,0.0,0.0,0.0,1.07,0.97,0.0
20230125:1910,0.0,0.0,0.0,0.18,0.69,0.0
20230125:2010,0.0,0.0,0.0,-0.09,0.83,0.0
20230125:2110,0.0,0.0,0.0,-0.23,0.76,0.0
20230125:2210,0.0,0.0,0.0,-0.36,0.69,0.0
20230125:2310,0.0,0.0,0.0,-0.63,0.69,0.0
20230126:0010,0.0,0.0,0.0,-0.66,0.62,0.0
20230126:0110,0.0,0.0,0.0,-0.53,0.55,0.0
20230126:0210,0.0,0.0,0.0,-0.61,0.76,0.0
20230126:0310,0.0,0.0,0.0,-0.75,0.55,0.0
20230126:0410,0.0,0.0,0.0,-0.66,0.41,0.0
20230126:0510,0.0,0.0,0.0,-0.98,0.69,0.0
20230126:0610,0.0,0.0,0.0,-1.16,0.83,0.0
20230126:0710,0.0,0.0,0.0,-1.32,1.03,0.0
20230126:0810,3305.7,137.96,8.6,-1.24,0.9,0.0
20230126:0910,1033.2,53.29,15.2,-0.9,1.03,0.0
20230126:1010,962.7,50.53,19.9,-0.56,1.52,0.0
20230126:1110,916.8,48.69,22.27,-0.56,1.79,0.0
20230126:1210,517.8,32.16,22.04,-0.71,1.86,0.0
20230126:1310,582.0,34.91,19.24,-0.6,1.66,0.0
20230126:1410,198.0,17.46,14.18,-0.79,1.52,0.0
20230126:1510,891.6,47.65,7.31,-0.89,1.59,0.0
20230126:1610,0.0,0.0,0.0,-1.12,1.72,0.0
20230126:1710,0.0,0.0,0.0,-1.3,1.59,0.0
20230126:1810,0.0,0.0,0.0,-1.44,1.52,0.0
20230126:1910,0.0,0.0,0.0,-2.04,1.52,0.0
20230126:2010,0.0,0.0,0.0,-2.23,1.59,0.0
20230126:2110,0.0,0.0,0.0,-2.35,1.52,0.0
20230126:2210,0.0,0.0,0.0,-2.52,1.38,0.0
20230126:2310,0.0,0.0,0.0,-2.69,1.24,0.0
20230127:0010,0.0,0.0,0.0,-2.77,1.24,0.0
20230127:0110,0.0,0.0,0.0,-2.93,1.38,0.0
20230127:0210,0.0,0.0,0.0,-2.83,1.45,0.0
20230127:0310,0.0,0.0,0.0,-2.82,1.45,0.0
20230127:0410,0.0,0.0,0.0,-2.87,1.59,0.0
20230127:0510,0.0,0.0,0.0,-2.71,1.79,0.0
20230127:0610,0.0,0.0,0.0,-3.13,1.93,0.0
20230127:0710,0.0,0.0,0.0,-2.73,1.93,0.0
20230127:0810,5513.4,216.34,8.8,-2.48,1.86,0.0
20230127:0910,1323.9,64.31,15.41,-2.08,1.72,0.0
20230127:1010,1392.6,67.07,20.14,-1.57,1.72,0.0
20230127:1110,1175.4,58.8,22.52,-1.07,1.79,0.0
20230127:1210,1603.2,75.34,22.3,-0.66,1.93,0.0
20230127:1310,1650.6,77.18,19.5,-0.51,2.0,0.0
20230127:1410,713.1,40.43,14.43,-0.39,2.21,0.0
20230127:1510,64.2,10.11,7.55,-0.56,2.28,0.0
20230127:1610,0.0,0.0,0.0,-0.74,2.34,0.0
20230127:1710,0.0,0.0,0.0,-0.96,2.21,0.0
20230127:1810,0.0,0.0,0.0,-1.07,2.07,0.0
20230127:1910,0.0,0.0,0.0,-1.64,1.79,0.0
20230127:2010,0.0,0.0,0.0,-1.9,1.66,0.0
20230127:2110,0.0,0.0,0.0,-2.25,1.59,0.0
20230127:2210,0.0,0.0,0.0,-2.68,1.52,0.0
20230127:2310,0.0,0.0,0.0,-3.15,1.52,0.0
20230128:0010,0.0,0.0,0.0,-3.15,1.66,0.0
20230128:0110,0.0,0.0,0.0,-2.91,1.86,0.0
20230128:0210,0.0,0.0,0.0,-2.25,2.07,0.0
20230128:0310,0.0,0.0,0.0,-1.7,2.14,0.0
20230128:0410,0.0,0.0,0.0,-1.45,2.07,0.0
20230128:0510,0.0,0.0,0.0,-1.33,2.07,0.0
20230128:0610,0.0,0.0,0.0,-1.31,2.14,0.0
20230128:0710,0.0,0.0,0.0,-1.31,1.86,0.0
20230128:0810,2205.0,97.55,8.99,-0.93,2.14,0.0
20230128:0910,3064.8,128.88,15.63,-0.41,2.55,0.0
20230128:1010,2209.8,98.31,20.38,0.12,2.62,0.0
20230128:1110,1498.5,71.66,22.78,0.64,2.69,0.0
20230128:1210,1308.0,64.31,22.57,0.59,2.48,0.0
20230128:1310,1426.8,68.91,19.77,0.58,2.34,0.0
20230128:1410,1213.5,60.64,14.69,0.57,2.41,0.0
20230128:1510,1074.9,55.15,7.8,0.37,2.34,0.0
20230128:1610,0.0,0.0,0.0,0.09,2.07,0.0
20230128:1710,0.0,0.0,0.0,-0.3,1.79,0.0
20230128:1810,0.0,0.0,0.0,-0.69,1.59,0.0
20230128:1910,0.0,0.0,0.0,-1.71,1.52,0.0
20230128:2010,0.0,0.0,0.0,-2.73,1.31,0.0
20230128:2110,0.0,0.0,0.0,-3.37,1.52,0.0
20230128:2210,0.0,0.0,0.0,-4.52,1.72,0.0
20230128:2310,0.0,0.0,0.0,-4.26,1.59,0.0
20230129:0010,0.0,0.0,0.0,-2.97,1.24,0.0
20230129:0110,0.0,0.0,0.0,-1.59,0.97,0.0
20230129:0210,0.0,0.0,0.0,-1.65,0.83,0.0
20230129:0310,0.0,0.0,0.0,-1.74,0.9,0.0
20230129:0410,0.0,0.0,0.0,-1.87,0.62,0.0
20230129:0510,0.0,0.0,0.0,-1.92,0.41,0.0
20230129:0610,0.0,0.0,0.0,-1.95,0.14,0.0
20230129:0710,0.0,0.0,0.0,-1.85,0.55,0.0
20230129:0810,1466.7,69.91,9.19,-1.59,0.34,0.0
20230129:0910,1010.7,52.37,15.85,-1.08,0.83,0.0
20230129:1010,2317.2,101.98,20.62,-1.32,0.83,0.0
20230129:1110,5429.1,215.8,23.04,0.22,0.83,0.0
20230129:1210,12494.7,479.26,22.84,0.78,0.9,0.0
20230129:1310,14008.5,538.34,20.04,1.01,0.97,0.0
20230129:1410,7386.0,286.81,14.95,1.11,1.03,0.0
20230129:1510,3712.8,154.64,8.05,0.97,1.1,0.0
20230129:1610,0.0,0.0,0.0,0.33,1.17,0.0
20230129:1710,0.0,0.0,0.0,-1.22,1.24,0.0
20230129:1810,0.0,0.0,0.0,-2.0,1.38,0.0
20230129:1910,0.0,0.0,0.0,-3.97,1.72,0.0
20230129:2010,0.0,0.0,0.0,-4.09,1.72,0.0
20230129:2110,0.0,0.0,0.0,-4.35,1.79,0.0
20230129:2210,0.0,0.0,0.0,-4.64,1.79,0.0
20230129:2310,0.0,0.0,0.0,-5.5,2.0,0.0
20230130:0010,0.0,0.0,0.0,-6.09,2.21,0.0
20230130:0110,0.0,0.0,0.0,-6.13,2.28,0.0
20230130:0210,0.0,0.0,0.0,-7.18,2.62,0.0
20230130:0310,0.0,0.0,0.0,-6.09,3.03,0.0
20230130:0410,0.0,0.0,0.0,-3.44,3.52,0.0
20230130:0510,0.0,0.0,0.0,-1.57,3.52,0.0
20230130:0610,0.0,0.0,0.0,-0.31,4.14,0.0
20230130:0710,0.0,0.0,0.0,-0.23,4.14,0.0
20230130:0810,3825.6,156.72,9.4,0.25,4.41,0.0
20230130:0910,15902.7,597.03,16.08,0.92,4.14,0.0
20230130:1010,4617.9,185.69,20.87,1.5,4.34,0.0
20230130:1110,1997.7,90.96,23.31,2.13,4.83,0.0
20230130:1210,1301.7,64.31,23.11,1.96,5.38,0.0
20230130:1310,1113.3,56.96,20.31,2.16,5.45,0.0
20230130:1410,596.7,35.83,15.22,1.98,5.31,0.0
20230130:1510,3128.7,132.86,8.3,2.09,4.97,0.0
20230130:1610,0.0,0.0,0.0,1.94,4.62,0.0
20230130:1710,0.0,0.0,0.0,1.55,4.14,0.0
20230130:1810,0.0,0.0,0.0,1.24,3.93,0.0
20230130:1910,0.0,0.0,0.0,1.09,4.0,0.0
20230130:2010,0.0,0.0,0.0,0.94,3.72,0.0
20230130:2110,0.0,0.0,0.0,1.12,3.59,0.0
20230130:2210,0.0,0.0,0.0,1.13,3.52,0.0
20230130:2310,0.0,0.0,0.0,1.18,3.45,0.0
20230131:0010,0.0,0.0,0.0,0.91,3.24,0.0
20230131:0110,0.0,0.0,0.0,1.08,3.1,0.0
20230131:0210,0.0,0.0,0.0,0.75,2.9,0.0
20230131:0310,0.0,0.0,0.0,0.49,2.76,0.0
20230131:0410,0.0,0.0,0.0,0.2,2.62,0.0
20230131:0510,0.0,0.0,0.0,-0.04,2.48,0.0
20230131:0610,0.0,0.0,0.0,-0.25,2.34,0.0
20230131:0710,0.0,0.0,0.0,-0.72,2.62,0.0
20230131:0810,9996.6,382.2,9.62,-0.05,2.9,0.0
20230131:0910,9737.7,369.78,16.32,0.94,2.83,0.0
20230131:1010,3027.6,129.24,21.13,2.3,3.38,0.0
20230131:1110,3552.3,149.02,23.58,3.38,3.93,0.0
20230131:1210,2858.1,123.81,23.39,3.96,4.62,0.0
20230131:1310,1644.6,78.09,20.59,3.79,4.69,0.0
20230131:1410,677.4,39.51,15.49,3.69,4.83,0.0
20230131:1510,77.1,11.03,8.56,3.34,4.41,0.0
20230131:1610,0.0,0.0,0.0,2.9,4.21,0.0
20230131:1710,0.0,0.0,0.0,2.44,4.14,0.0
20230131:1810,0.0,0.0,0.0,2.38,4.34,0.0
20230131:1910,0.0,0.0,0.0,2.48,4.62,0.0
20230131:2010,0.0,0.0,0.0,2.44,4.41,0.0
20230131:2110,0.0,0.0,0.0,2.54,4.28,0.0
20230131:2210,0.0,0.0,0.0,2.76,4.14,0.0
20230131:2310,0.0,0.0,0.0,2.87,3.93,0.0
20230201:0010,0.0,0.0,0.0,2.8,3.86,0.0
20230201:0110,0.0,0.0,0.0,2.74,3.79,0.0
20230201:0210,0.0,0.0,0.0,2.8,3.66,0.0
20230201:0310,0.0,0.0,0.0,2.76,3.59,0.0
20230201:0410,0.0,0.0,0.0,2.8,3.66,0.0
20230201:0510,0.0,0.0,0.0,2.8,3.79,0.0
20230201:0610,0.0,0.0,0.0,2.96,4.21,0.0
20230201:0710,0.0,0.86,1.71,2.67,4.76,0.0
20230201:0810,1177.2,59.63,9.84,2.96,4.9,0.0
20230201:0910,1315.2,65.23,16.56,3.53,5.24,0.0
20230201:1010,2514.9,111.0,21.39,3.98,4.9,0.0
20230201:1110,1495.8,72.58,23.86,4.71,5.66,0.0
20230201:1210,960.6,51.45,23.68,5.09,5.66,0.0
20230201:1310,400.5,27.56,20.87,5.2,5.66,0.0
20230201:1410,2160.3,97.93,15.76,5.1,5.66,0.0
20230201:1510,504.3,32.16,8.82,4.61,4.9,0.0
20230201:1610,0.0,0.0,0.0,4.04,5.17,0.0
20230201:1710,0.0,0.0,0.0,3.76,5.17,0.0
20230201:1810,0.0,0.0,0.0,3.4,5.31,0.0
20230201:1910,0.0,0.0,0.0,3.43,5.52,0.0
20230201:2010,0.0,0.0,0.0,3.3,5.52,0.0
20230201:2110,0.0,0.0,0.0,3.23,5.45,0.0
20230201:2210,0.0,0.0,0.0,3.24,5.45,0.0
20230201:2310,0.0,0.0,0.0,3.11,5.45,0.0
20230202:0010,0.0,0.0,0.0,2.95,5.52,0.0
20230202:0110,0.0,0.0,0.0,2.81,5.38,0.0
20230202:0210,0.0,0.0,0.0,2.6,5.24,0.0
20230202:0310,0.0,0.0,0.0,2.81,5.38,0.0
20230202:0410,0.0,0.0,0.0,3.02,5.52,0.0
20230202:0510,0.0,0.0,0.0,3.21,5.45,0.0
20230202:0610,0.0,0.0,0.0,3.27,5.31,0.0
20230202:0710,0.0,1.72,1.92,3.43,5.03,0.0
20230202:0810,613.5,36.75,10.06,3.41,4.9,0.0
20230202:0910,465.6,30.32,16.81,3.47,4.9,0.0
20230202:1010,1104.6,56.96,21.66,3.75,5.45,0.0
20230202:1110,1265.4,63.39,24.14,4.13,6.48,0.0
20230202:1210,1309.8,65.23,23.97,4.45,6.28,0.0
20230202:1310,2194.2,99.23,21.16,4.55,5.59,0.0
20230202:1410,1987.8,91.19,16.03,4.23,4.9,0.0
20230202:1510,323.1,23.89,9.08,4.26,4.9,0.0
20230202:1610,0.0,0.0,0.0,4.09,4.62,0.0
20230202:1710,0.0,0.0,0.0,4.0,4.48,0.0
20230202:1810,0.0,0.0,0.0,3.94,4.34,0.0
20230202:1910,0.0,0.0,0.0,4.35,4.62,0.0
20230202:2010,0.0,0.0,0.0,4.21,4.28,0.0
20230202:2110,0.0,0.0,0.0,4.02,4.21,0.0
20230202:2210,0.0,0.0,0.0,3.8,4.14,0.0
20230202:2310,0.0,0.0,0.0,3.88,4.14,0.0
20230203:0010,0.0,0.0,0.0,3.84,4.21,0.0
20230203:0110,0.0,0.0,0.0,3.79,4.21,0.0
20230203:0210,0.0,0.0,0.0,3.87,4.14,0.0
20230203:0310,0.0,0.0,0.0,3.95,4.14,0.0
20230203:0410,0.0,0.0,0.0,4.16,4.21,0.0
20230203:0510,0.0,0.0,0.0,4.34,4.34,0.0
20230203:0610,0.0,0.0,0.0,4.41,4.55,0.0
20230203:0710,0.0,1.72,2.13,4.33,4.83,0.0
20230203:0810,1391.7,68.42,10.29,4.54,5.03,0.0
20230203:0910,1659.6,79.01,17.06,4.96,5.1,0.0
20230203:1010,3727.2,156.12,21.93,5.21,5.52,0.0
20230203:1110,1773.0,83.61,24.43,5.77,6.14,0.0
20230203:1210,1651.2,79.01,24.26,6.05,5.38,0.0
20230203:1310,735.0,42.26,21.45,5.97,5.86,0.0
20230203:1410,957.3,51.45,16.31,5.79,5.86,0.0
20230203:1510,1071.6,56.0,9.34,5.52,6.07,0.0
20230203:1610,0.0,0.0,0.0,5.44,5.86,0.0
20230203:1710,0.0,0.0,0.0,5.38,5.59,0.0
20230203:1810,0.0,0.0,0.0,5.36,5.52,0.0
20230203:1910,0.0,0.0,0.0,5.23,5.66,0.0
20230203:2010,0.0,0.0,0.0,5.17,5.52,0.0
20230203:2110,0.0,0.0,0.0,5.29,5.24,0.0
20230203:2210,0.0,0.0,0.0,5.42,5.03,0.0
20230203:2310,0.0,0.0,0.0,5.57,4.62,0.0
20230204:0010,0.0,0.0,0.0,5.68,4.34,0.0
20230204:0110,0.0,0.0,0.0,5.77,4.14,0.0
20230204:0210,0.0,0.0,0.0,5.78,3.72,0.0
20230204:0310,0.0,0.0,0.0,5.7,3.52,0.0
20230204:0410,0.0,0.0,0.0,5.43,3.31,0.0
20230204:0510,0.0,0.0,0.0,5.02,3.1,0.0
20230204:0610,0.0,0.0,0.0,4.3,2.48,0.0
20230204:0710,0.0,4.31,2.35,3.85,2.28,0.0
20230204:0810,9599.4,375.87,10.53,3.52,1.52,0.0
20230204:0910,15170.4,586.75,17.32,4.28,2.14,0.0
20230204:1010,8548.8,333.2,22.21,4.39,1.93,0.0
20230204:1110,7390.2,292.08,24.72,5.06,1.59,0.0
20230204:1210,6228.0,249.31,24.56,5.35,1.72,0.0
20230204:1310,7763.1,305.44,21.74,5.53,2.0,0.0
20230204:1410,14560.5,566.6,16.59,5.57,2.07,0.0
20230204:1510,4518.9,186.86,9.61,5.14,1.79,0.0
20230204:1610,0.0,0.0,0.0,4.66,1.45,0.0
20230204:1710,0.0,0.0,0.0,3.47,1.52,0.0
20230204:1810,0.0,0.0,0.0,2.56,1.38,0.0
20230204:1910,0.0,0.0,0.0,1.23,1.31,0.0
20230204:2010,0.0,0.0,0.0,0.69,1.24,0.0
20230204:2110,0.0,0.0,0.0,-0.01,1.31,0.0
20230204:2210,0.0,0.0,0.0,-0.17,1.24,0.0
20230204:2310,0.0,0.0,0.0,-0.49,1.24,0.0
20230205:0010,0.0,0.0,0.0,-0.57,1.24,0.0
20230205:0110,0.0,0.0,0.0,-0.97,1.31,0.0
20230205:0210,0.0,0.0,0.0,-1.12,1.38,0.0
20230205:0310,0.0,0.0,0.0,-1.44,1.45,0.0
20230205:0410,0.0,0.0,0.0,-1.19,1.45,0.0
20230205:0510,0.0,0.0,0.0,-1.32,1.38,0.0
20230205:0610,0.0,0.0,0.0,-1.33,1.31,0.0
20230205:0710,0.0,1.72,2.57,-0.13,1.17,0.0
20230205:0810,5511.6,219.52,10.77,0.88,1.38,0.0
20230205:0910,1633.2,77.18,17.58,1.55,1.45,0.0
20230205:1010,725.7,41.34,22.49,2.11,1.45,0.0
20230205:1110,1268.4,63.39,25.02,2.9,1.38,0.0
20230205:1210,1125.0,57.88,24.86,3.64,1.52,0.0
20230205:1310,763.8,43.18,22.04,3.63,1.17,0.0
20230205:1410,787.5,44.1,16.88,3.18,0.9,0.0
20230205:1510,2370.6,105.57,9.88,2.79,0.83,0.0
20230205:1610,0.0,0.0,0.0,2.38,0.83,0.0
20230205:1710,0.0,0.0,0.0,2.17,1.1,0.0
20230205:1810,0.0,0.0,0.0,2.0,1.38,0.0
20230205:1910,0.0,0.0,0.0,1.98,1.59,0.0
20230205:2010,0.0,0.0,0.0,1.57,1.52,0.0
20230205:2110,0.0,0.0,0.0,1.12,1.59,0.0
20230205:2210,0.0,0.0,0.0,0.67,1.59,0.0
20230205:2310,0.0,0.0,0.0,0.39,2.0,0.0
20230206:0010,0.0,0.0,0.0,0.18,1.66,0.0
20230206:0110,0.0,0.0,0.0,-0.07,1.38,0.0
20230206:0210,0.0,0.0,0.0,-0.25,1.45,0.0
20230206:0310,0.0,0.0,0.0,-0.29,1.52,0.0
20230206:0410,0.0,0.0,0.0,-0.73,1.31,0.0
20230206:0510,0.0,0.0,0.0,-1.14,1.31,0.0
20230206:0610,0.0,0.0,0.0,-1.21,1.24,0.0
20230206:0710,0.0,0.0,0.0,-1.25,1.17,0.0
20230206:0810,312.6,22.97,11.02,-1.1,0.97,0.0
